song_name,total_verse
new_light,"[Intro]Ah, ah, ahAh...[Verse 1]I'm the boy in your other phoneLighting up inside your drawer at home, all alonePushing 40 in the friend zoneWe talk and then you walk away, every dayOh, you don't think twice 'bout meAnd maybe you're right to doubt me, but[Chorus]But if you give me just one nightYou're gonna see me in a new lightYeah, if you give me just one nightTo meet you underneath the moonlightOh, I want a take two, I want to break throughI wanna know the real thing about youSo I can see you in a new light[Verse 2]Take a ride up to MalibuI just wanna sit and look at you, look at youWhat would it matter if your friends knew?Who cares what other people say, anywayOh, we can go far from hereAnd make a new world together, babe[Chorus]'Cause if you give me just one nightYou're gonna see me in a new lightYeah, if you give me just one nightTo meet you underneath the moonlightOh, I want a take two, I want to break throughI wanna know the real thing about youSo I can see you in a new light[Bridge]Ay, ayAy, ayAy, ayAy, ayAy, ayAh, ah, ah, ah, ah...[Chorus]Yeah, if you give me just one nightYou're gonna see me in a new lightYeah, if you give me just one nightTo meet you underneath the moonlight[Outro]What do I do with all this, what do I do with all thisLove that's runnin' through my veins for you?What do I do with all this, what do I do with all thisLove that's runnin' through my veins for you?What do I do with all this, what do I do with all thisLove that's runnin' through my veins for you?What do I do with all this, what do I do with all thisOoh, yeah"
