song_name,total_verse
last_train_home,"[Verse 1]If you wanna roll meThen you gotta roll me all night longAnd if you wanna use meThen you gotta use me till I'm gone[Chorus]I'm not a fallen angel, I just fell behindI'm out of luck and I'm out of timeIf you don't wanna love me, let me goI'm runnin' for the last trainI'm runnin' for the last train home[Verse 2]If you wanna know meThen you gotta know me through and through(Da-da-da, da-da-daDa-da-da, da-da-da)And if you're gonna hurt meThen you gotta hold me next to you(Da-da-da, da-da-daDa-da-da, da-da-da)[Chorus]No matter how you work it, things go wrongI put my heart where it don't belongSo if you're comin' with me, let me knowMaybe you're the last trainMaybe you're the last train home[Outro]I'm on the last train runnin'I'm on the last train runnin'And I surrender, and I surrenderI'm on the last train runnin'I'm on the last train runnin'And I surrender, and I surrenderI'm on the last train runnin'I'm on the last train runnin'And I surrender, and I surrenderI'm on the last train runnin'I'm on the last train runnin'And I surrender, and I surrenderOh-yeahOh-uh-uh-uh"
